course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
CHEM 1500,GENERAL CHEMISTRY LABORATORY. .,CHEM,002/10483,T 6:10pm - 9:50pm,302 Havemeyer Hall,Joseph Ulichny,3.00,46/46,"Corequisites: CHEM UN1403,CHEM UN1404
Corequisites: CHEM UN1403,CHEM UN1404 An introduction to basic lab techniques of modern experimental chemistry, including quantitative procedures and chemical analysis. Students must register for a Lab Lecture section for this course (CHEM UN1501). Please check the Directory of Classes for details. Please note that CHEM UN1500 is offered in the fall and spring semesters. Mandatory lab check-in will be held during the first week of classes in both the fall and spring semesters. You may be asked to serve as research subjects in studies under direction of the faculty while enrolled in this course (CHEM UN1500 Sec 1, 2, 4, 6 and CHEM UN1501 Sec 1). Participation in voluntary",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1500,GENERAL CHEMISTRY LABORATORY. .,CHEM,003/10484,W 1:10pm - 4:50pm,302 Havemeyer Hall,Joseph Ulichny,3.00,46/46,"Corequisites: CHEM UN1403,CHEM UN1404
Corequisites: CHEM UN1403,CHEM UN1404 An introduction to basic lab techniques of modern experimental chemistry, including quantitative procedures and chemical analysis. Students must register for a Lab Lecture section for this course (CHEM UN1501). Please check the Directory of Classes for details. Please note that CHEM UN1500 is offered in the fall and spring semesters. Mandatory lab check-in will be held during the first week of classes in both the fall and spring semesters. You may be asked to serve as research subjects in studies under direction of the faculty while enrolled in this course (CHEM UN1500 Sec 1, 2, 4, 6 and CHEM UN1501 Sec 1). Participation in voluntary",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1500,GENERAL CHEMISTRY LABORATORY. .,CHEM,004/10485,Th 1:10pm - 4:50pm,302 Havemeyer Hall,Sarah Hansen,3.00,17/46,"Corequisites: CHEM UN1403,CHEM UN1404
Corequisites: CHEM UN1403,CHEM UN1404 An introduction to basic lab techniques of modern experimental chemistry, including quantitative procedures and chemical analysis. Students must register for a Lab Lecture section for this course (CHEM UN1501). Please check the Directory of Classes for details. Please note that CHEM UN1500 is offered in the fall and spring semesters. Mandatory lab check-in will be held during the first week of classes in both the fall and spring semesters. You may be asked to serve as research subjects in studies under direction of the faculty while enrolled in this course (CHEM UN1500 Sec 1, 2, 4, 6 and CHEM UN1501 Sec 1). Participation in voluntary",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1507,INTENSVE GENERAL CHEMISTRY-LAB. .,CHEM,001/11171,M 1:00pm - 6:00pm,302 Havemeyer Hall,Luis Avila,3.00,16/20,"Prerequisites: CHEM UN1604 or CHEM UN2045 CHEM W1604 or CHEM W2045.
Corequisites: CHEM UN2045
Prerequisites: CHEM UN1604 or CHEM UN2045 Corequisites: CHEM UN2045 A student-centered experimental course intended for students who are taking or have completed CHEM UN1604 (Second Semester General Chemistry Intensive Lecture offered in Fall), CHEM UN2045 (Intensive Organic Chemistry offered in Fall), or CHEM UN2046 (Intensive Organic Chemistry Lecture offered in Spring). The course will provide an introduction to theory and practice of modern experimental chemistry in a contextual, student-centered collaborative learning environment. This course differs from CHEM UN1500 in its pedagogy and its emphasis on instrumentation and methods. Students must also attend the compulsory Mentoring Session. Please check the Directory of Classes for details. Please note that CHEM UN1507 is offered in the fall and spring semesters",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1507,INTENSVE GENERAL CHEMISTRY-LAB. .,CHEM,002/11172,F 1:00pm - 6:00pm,302 Havemeyer Hall,Luis Avila,3.00,19/20,"Prerequisites: CHEM UN1604 or CHEM UN2045 CHEM W1604 or CHEM W2045.
Corequisites: CHEM UN2045
Prerequisites: CHEM UN1604 or CHEM UN2045 Corequisites: CHEM UN2045 A student-centered experimental course intended for students who are taking or have completed CHEM UN1604 (Second Semester General Chemistry Intensive Lecture offered in Fall), CHEM UN2045 (Intensive Organic Chemistry offered in Fall), or CHEM UN2046 (Intensive Organic Chemistry Lecture offered in Spring). The course will provide an introduction to theory and practice of modern experimental chemistry in a contextual, student-centered collaborative learning environment. This course differs from CHEM UN1500 in its pedagogy and its emphasis on instrumentation and methods. Students must also attend the compulsory Mentoring Session. Please check the Directory of Classes for details. Please note that CHEM UN1507 is offered in the fall and spring semesters",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1507,INTENSVE GENERAL CHEMISTRY-LAB. .,CHEM,001/10488,M 1:10pm - 6:00pm,302 Havemeyer Hall,Luis Avila,3.00,3/18,"Prerequisites: CHEM UN1604 or CHEM UN2045 CHEM W1604 or CHEM W2045.
Corequisites: CHEM UN2045
Prerequisites: CHEM UN1604 or CHEM UN2045 Corequisites: CHEM UN2045 A student-centered experimental course intended for students who are taking or have completed CHEM UN1604 (Second Semester General Chemistry Intensive Lecture offered in Fall), CHEM UN2045 (Intensive Organic Chemistry offered in Fall), or CHEM UN2046 (Intensive Organic Chemistry Lecture offered in Spring). The course will provide an introduction to theory and practice of modern experimental chemistry in a contextual, student-centered collaborative learning environment. This course differs from CHEM UN1500 in its pedagogy and its emphasis on instrumentation and methods. Students must also attend the compulsory Mentoring Session. Please check the Directory of Classes for details. Please note that CHEM UN1507 is offered in the fall and spring semesters",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1507,INTENSVE GENERAL CHEMISTRY-LAB. .,CHEM,002/10489,F 1:10pm - 6:00pm,302 Havemeyer Hall,Luis Avila,3.00,8/18,"Prerequisites: CHEM UN1604 or CHEM UN2045 CHEM W1604 or CHEM W2045.
Corequisites: CHEM UN2045
Prerequisites: CHEM UN1604 or CHEM UN2045 Corequisites: CHEM UN2045 A student-centered experimental course intended for students who are taking or have completed CHEM UN1604 (Second Semester General Chemistry Intensive Lecture offered in Fall), CHEM UN2045 (Intensive Organic Chemistry offered in Fall), or CHEM UN2046 (Intensive Organic Chemistry Lecture offered in Spring). The course will provide an introduction to theory and practice of modern experimental chemistry in a contextual, student-centered collaborative learning environment. This course differs from CHEM UN1500 in its pedagogy and its emphasis on instrumentation and methods. Students must also attend the compulsory Mentoring Session. Please check the Directory of Classes for details. Please note that CHEM UN1507 is offered in the fall and spring semesters",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 1604,2ND TERM GEN CHEM (INTENSIVE). .,CHEM,001/10544,T Th 11:40am - 12:55pm,Room TBA,Wei Min,4.00,2/120,"Prerequisites: a grade of ""B"" or better in CHEM W1403 OR acceptable performance on the Department placement exam.
Corequisites: MATH UN1102
Prerequisites: Acceptable performance on the Department placement exam during orientation week AND either a grade of ""B"" or better in CHEM UN1403 or AP chemistry or the equivalent. Please contact Vesna Gasperov (vg2231@columbia.edu) or your academic advisor at CSA for further information. Corequisites: MATH UN1102 Topics include chemical kinetics, thermodynamics and chemical bonding. Students must register simultaneously for a corresponding recitation section. Please check Courseworks or contact the instructor or departmental adviser for additional details. When registering, be sure to add your name to the wait list for the recitation corresponding to the lecture section (CHEM UN1606). Information about registration for the required recitation will be sent out before classes begin. Please expect to also be available for review sessions on Fridays from 8:10am-9:55am",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2046,INTENSVE ORG CHEM-FOR 1ST YEAR. .,CHEM,001/11449,T Th 11:40am - 12:55pm,Room TBA,Colin Nuckolls,4.00,30/30,"Prerequisites: CHEM UN2045 CHEM W2045
Prerequisites: CHEM UN2045 Premedical students may take CHEM UN2045, CHEM UN2046, and CHEM UN2545 to meet the minimum requirements for admission to medical school. This course covers the same material as CHEM UN2443 - CHEM UN2444, but is intended for students who have learned the principles of general chemistry in high school OR have completed CHEM UN1604 in their first year at Columbia. First year students enrolled in CHEM UN2045 - CHEM UN2046 are expected to enroll concurrently in CHEM UN1507. Although CHEM UN2045 and CHEM UN2046 are separate courses, students are expected to take both terms sequentially. A recitation section is required. Please check the Directory of Classes for details and also speak with the TA for the course",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2443,ORGANIC CHEMISTRY I-LECTURES. .,CHEM,001/10536,M W 11:40am - 12:55pm,Room TBA,James Leighton,4.00,117/120,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or CHEM UN1604 CHEM W1404 or CHEM W1604 and CHEM W1500
Prerequisites: (CHEM UN1403 and CHEM UN1404) or CHEM UN1604 The principles of organic chemistry. The structure and reactivity of organic molecules are examined from the standpoint of modern theories of chemistry. Topics include stereochemistry, reactions of organic molecules, mechanisms of organic reactions, syntheses and degradations of organic molecules, and spectroscopic techniques of structure determination. Although CHEM UN2443 and CHEM UN2444 are separate courses, students are expected to take both terms sequentially. Students must ensure they register for the recitation which corresponds to the lecture section. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2443,ORGANIC CHEMISTRY I-LECTURES. .,CHEM,002/11432,T Th 11:40am - 12:55pm,Room TBA,Virginia Cornish,4.00,47/120,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or CHEM UN1604 CHEM W1404 or CHEM W1604 and CHEM W1500
Prerequisites: (CHEM UN1403 and CHEM UN1404) or CHEM UN1604 The principles of organic chemistry. The structure and reactivity of organic molecules are examined from the standpoint of modern theories of chemistry. Topics include stereochemistry, reactions of organic molecules, mechanisms of organic reactions, syntheses and degradations of organic molecules, and spectroscopic techniques of structure determination. Although CHEM UN2443 and CHEM UN2444 are separate courses, students are expected to take both terms sequentially. Students must ensure they register for the recitation which corresponds to the lecture section. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2443,ORGANIC CHEMISTRY I-LECTURES. .,CHEM,003/10537,M W 6:10pm - 7:25pm,Room TBA,Charles Doubleday,4.00,120/120,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or CHEM UN1604 CHEM W1404 or CHEM W1604 and CHEM W1500
Prerequisites: (CHEM UN1403 and CHEM UN1404) or CHEM UN1604 The principles of organic chemistry. The structure and reactivity of organic molecules are examined from the standpoint of modern theories of chemistry. Topics include stereochemistry, reactions of organic molecules, mechanisms of organic reactions, syntheses and degradations of organic molecules, and spectroscopic techniques of structure determination. Although CHEM UN2443 and CHEM UN2444 are separate courses, students are expected to take both terms sequentially. Students must ensure they register for the recitation which corresponds to the lecture section. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,001/10490,M 1:10pm - 4:50pm,202a Havemeyer Hall,Talha Siddiqui,0.00,24/24,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,002/10491,T 1:10pm - 4:50pm,202a Havemeyer Hall,Talha Siddiqui,0.00,24/24,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,003/10492,T 6:10pm - 9:50pm,202a Havemeyer Hall,Talha Siddiqui,0.00,34/34,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,004/10493,W 1:10pm - 4:50pm,202a Havemeyer Hall,Anna Ghurbanyan,0.00,33/34,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,005/10494,Th 1:10pm - 4:50pm,202a Havemeyer Hall,Anna Ghurbanyan,0.00,26/34,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,006/10495,F 11:10am - 2:50pm,202a Havemeyer Hall,Anna Ghurbanyan,0.00,13/34,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,007/10496,M 1:10pm - 4:50pm,202a Havemeyer Hall,Talha Siddiqui,0.00,19/24,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,008/10497,T 1:10pm - 4:50pm,202a Havemeyer Hall,Talha Siddiqui,0.00,8/24,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,009/10498,T 6:10pm - 9:50pm,202a Havemeyer Hall,Talha Siddiqui,0.00,18/34,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,010/10499,W 1:10pm - 4:50pm,202a Havemeyer Hall,Anna Ghurbanyan,0.00,15/34,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,011/11453,Th 1:10pm - 4:50pm,202a Havemeyer Hall,Anna Ghurbanyan,0.00,12/34,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2493,ORGANIC CHEM. LAB I TECHNIQUES. .,CHEM,012/10500,F 11:10am - 2:50pm,202a Havemeyer Hall,Anna Ghurbanyan,0.00,11/34,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) CHEM W2443.
Corequisites: CHEM UN2443
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) and (CHEM UN1500 or CHEM UN1507) Corequisites: CHEM UN2443 Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM UN2493 is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2495,ORGANIC CHEM. LABORATORY I. .,CHEM,001/10501,W 4:10pm - 5:25pm,Room TBA,Talha Siddiqui,1.50,90/110,"Corequisites: CHEM UN2493
Corequisites: CHEM UN2493 The course is the lab lecture which accompanies the Organic Chemistry Laboratory I (Techniques) course",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2495,ORGANIC CHEM. LABORATORY I. .,CHEM,002/10502,M 4:10pm - 5:25pm,Room TBA,Anna Ghurbanyan,1.50,87/110,"Corequisites: CHEM UN2493
Corequisites: CHEM UN2493 The course is the lab lecture which accompanies the Organic Chemistry Laboratory I (Techniques) course",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2495,ORGANIC CHEM. LABORATORY I. .,CHEM,003/10503,W 4:10pm - 5:25pm,Room TBA,Talha Siddiqui,1.50,36/110,"Corequisites: CHEM UN2493
Corequisites: CHEM UN2493 The course is the lab lecture which accompanies the Organic Chemistry Laboratory I (Techniques) course",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2495,ORGANIC CHEM. LABORATORY I. .,CHEM,004/10504,M 4:10pm - 5:25pm,Room TBA,Anna Ghurbanyan,1.50,31/110,"Corequisites: CHEM UN2493
Corequisites: CHEM UN2493 The course is the lab lecture which accompanies the Organic Chemistry Laboratory I (Techniques) course",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2545,INTENSIVE ORGANIC CHEM LAB. .,CHEM,001/10505,M 1:10pm - 6:00pm,202b Havemeyer Hall,Fay Ng,3.00,12/11,"Prerequisites: (CHEM UN2045 and CHEM UN2046) and CHEM UN1507 CHEM W2045 and CHEM W2046 and CHEM W1507.
Prerequisites: (CHEM UN2045 and CHEM UN2046) and CHEM UN1507 The lab is intended for students who have taken Intensive Organic Chemistry, CHEM UN2045 - CHEM UN2046 and who intend to major in Chemistry, Biochemistry, Chemical Physics, or Environmental Chemistry",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 2545,INTENSIVE ORGANIC CHEM LAB. .,CHEM,002/10506,T 1:10pm - 6:00pm,202b Havemeyer Hall,Fay Ng,3.00,10/11,"Prerequisites: (CHEM UN2045 and CHEM UN2046) and CHEM UN1507 CHEM W2045 and CHEM W2046 and CHEM W1507.
Prerequisites: (CHEM UN2045 and CHEM UN2046) and CHEM UN1507 The lab is intended for students who have taken Intensive Organic Chemistry, CHEM UN2045 - CHEM UN2046 and who intend to major in Chemistry, Biochemistry, Chemical Physics, or Environmental Chemistry",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 3079,PHYSICAL CHEMISTRY I-LECTURES. .,CHEM,001/11252,M W 10:10am - 11:25am,Room TBA,Xiaoyang Zhu,4.00,39/60,"Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) or (CHEM UN2045 and CHEM UN2046) and (MATH UN1101 and MATH UN1102) or (MATH UN1207 and MATH UN1208) and (PHYS UN1401 and PHYS UN1402) CHEM W1403 and CHEM W1404, or CHEM W1604, or CHEM W3045 and CHEM W3046; MATH V1101-V1102 or V1207-V1208; PHYS V1201-V1202 is acceptable, PHYS C1401-C1402 or the equivalent is recommended.
Corequisites: CHEM UN3085
Prerequisites: (CHEM UN1403 and CHEM UN1404) or (CHEM UN1604) or (CHEM UN2045 and CHEM UN2046) and (MATH UN1101 and MATH UN1102) or (MATH UN1207 and MATH UN1208) and (PHYS UN1401 and PHYS UN1402) PHYS UN1201 - PHYS UN1202 is acceptable; PHYS UN1401 - PHYS UN1402 or the equivalent is HIGHLY recommended. Corequisites: CHEM UN3085 Elementary, but comprehensive, treatment of the fundamental laws governing the behavior of individual atoms and molecules and collections of them. CHEM UN3079 covers the thermodynamics of chemical systems at equilibrium and the chemical kinetics of nonequilibrium systems. Although CHEM UN3079 and CHEM UN3080 are separate courses, students are expected to take both terms sequentially. A recitation section is required. Please check the Directory of Classes for details and also speak with the TA for the course",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 3085,PHYSICL-ANALYTICL LABORATORY I. .,CHEM,001/10507,T 12:00pm - 6:00pm,222 Havemeyer Hall,Luis Avila,4.00,9/15,"Corequisites: CHEM UN3079
Corequisites: CHEM UN3079 A student-centered experimental course intended for students who are co-registered or have completed CHEM UN3079 and CHEM UN3080. The course emphasizes techniques of experimental physical chemistry and instrumental analysis, including vibrational, electronic, and laser spectroscopy; electroanalytical methods; calorimetry; reaction kinetics; hydrodynamic methods; scanning probe microscopy; applications of computers to reduce experimental data; and computational chemistry. Students must also attend the compulsory Mentoring Session. Please check the Directory of Classes for details",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 3098,SUPERVISED INDEPENDENT RES. .,CHEM,001/11155,N/A,N/A,Vesna Gasperov,4.00,8/25,"Prerequisites: the instructor's permission for entrance, and the departmental representative's permission for aggregate points in excess of 12 or less than 4.
Prerequisites: the instructors permission for entrance, and the departmental representatives permission for aggregate points in excess of 12 or less than 4. This course may be repeated for credit (see major and concentration requirements). Individual research under the supervision of a member of the staff. Research areas include organic, physical, inorganic, analytical, and biological chemistry. Please note that CHEM UN3098 is offered in the fall and spring semesters",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
CHEM 3098,SUPERVISED INDEPENDENT RES. .,CHEM,002/20749,N/A,N/A,Vesna Gasperov,4.00,0/1,"Prerequisites: the instructor's permission for entrance, and the departmental representative's permission for aggregate points in excess of 12 or less than 4.
Prerequisites: the instructors permission for entrance, and the departmental representatives permission for aggregate points in excess of 12 or less than 4. This course may be repeated for credit (see major and concentration requirements). Individual research under the supervision of a member of the staff. Research areas include organic, physical, inorganic, analytical, and biological chemistry. Please note that CHEM UN3098 is offered in the fall and spring semesters",https://bulletin.columbia.edu/columbia-college/departments-instruction/chemistry/
